Avg Overall Claim Amount by Vehicle Brand (Top 15 shown in plot)

                                           VEHICLE_BRAND  AVERAGE_CLAIM_AMOUNT
881                                           SUPER SOCO           1287.780000
948                                                  UAZ           1283.416667
284                                                  EMC           1282.666667
385                                           FORD FOCUS           1279.000000
1159                                          mitsubishy           1275.000000
886                                         SUZUKI Jimny           1273.500000
896                                                Senke           1270.000000
272                                                Dacia           1268.800000
228                                              Citroen           1266.000000
444                                               HELNAG           1265.020000
206                                   CLAAS TRACTORS SAS           1265.000000
841                                              SAMSUNG           1263.000000
721                                          OPEL Zafira           1262.600000
1141                                                 man           1262.500000
70                                                 ASTRA           1262.356667
728                                                PANDA           1257.700000
941                                          TRIGANO SPA           1256.000000
35                                   AIXAM MEGA K 34V BR           1250.000000
792                                         RENAULT Kang           1250.000000
259                                                DODGE           1249.462277
85                                             AUTOCARRO           1245.190000
308                                                 FENT           1245.000000
148                                                CARON           1244.228571
587                                              LYNK&CO           1242.666667
451                                            HONDA CBR           1241.500000
571                                               LIDIER           1240.586667
78                                          AUDI A4 1.9/           1240.000000
203                                                CLAAS           1239.880000
848                                                 SDFI           1232.666667
1000                                         VW GOLF 1.9           1230.625000
1083                                               dacia           1228.576000
351                                         FIAT PUNTO 1           1225.000000
172                                             CHATANET           1222.500000
58                                       ANTONIO CARRARO           1221.622500
643                                                MICRO           1220.000000
906                                                TASSO           1217.413333
836                                           SAME DEUTZ           1216.670000
68                                                ASKOLL           1212.066000
13                                             ADAM OPEL           1203.170000
595                                      MALAGUTI/YAMAHA           1200.000000
744                                          PEUGEOT 306           1200.000000
305                                                 FEND           1200.000000
723                                                OZETA           1200.000000
820                                               Reform           1200.000000
709                                                OELLE           1200.000000
175                                    CHATENET CH26 1 0           1200.000000
56                                             ANTONELLI           1200.000000
817                                           RSA ITALIA           1197.000000
419                                      GIOTTI VICTORIA           1196.770000
324                                          FIAT 640 DT           1195.000000
828                                                 SAAB           1190.131647
798                                       RENAULT TRUCKS           1186.139333
806                                               RNURFB           1180.000000
720                                          OPEL ZAFIRA           1179.005000
624                                                 MEGA           1178.750000
999                                          VW GOLF 1.6           1173.500000
658                                          MITSUBISCHI           1172.590000
1063                                                beta           1170.000000
935                                    TRATTORE AGRICOLO           1168.555714
1131                                             landini           1166.666667
631                                        MERCEDES BENZ           1162.921842
803                                                RIMOR           1150.000000
26                                  AGCO MASSEY FERGUSON           1150.000000
214                                    CNH INTERNATIONAL           1150.000000
808                                          ROLLER TIME           1150.000000
1172                                             porsche           1146.000000
888                                       SUZUKI VALENTI           1145.000000
257                                            DISCOVERY           1145.000000
878                                                STEYR           1142.293333
82                                           AUTOB. Y 10           1141.500000
1100                                             generic           1140.000000
383                                          FORD FIESTA           1133.333333
1211                                              yamaha           1117.581818
407                                                Fendt           1116.250000
336                                          FIAT DUCATO           1108.875000
629                                         MERCEDES 180           1104.750000
789                                         RENAULT 180.           1104.565000
367                                          FIAT UNO 60           1104.000000
187                                             CINTROEN           1103.595000
39                                                 AIXAN           1100.000000
1122                                            kawasaki           1100.000000
603                                         MAR GENEROSA           1100.000000
199                                         CITROEN Saxo           1099.810000
216                                                   CO           1098.280000
16                                                 ADRIA           1095.080000
561                                                 LAND           1093.792857
57                                               ANTONIO           1091.750000
907                                                 TATA           1088.416750
528                                               KRAMER           1084.320000
322                                              FIAT 55           1080.000000
418                                               GIOTTI           1080.000000
988                                            VOLSWAGEN           1071.903333
342                                         FIAT Idea 1.           1064.275000
638                                        MERCEDES-BENZ           1063.328696
529                                                  KSR           1050.000000
1093                                                fend           1050.000000
156                                                 CASE           1047.500000
119                                        BETAMOTOR SPA           1038.000000
129                                                BOXER           1037.125000
491                                           IVECO FIAT           1032.333333
663                                           MITSUBISKI           1030.000000
972                                                  VLK           1030.000000
387                                         FORD Foc 1.6           1028.136667
1092                                        fantic motor           1027.986667
161                                             CATERHAM           1023.725000
685                                           Mitsubishi           1022.360000
755                                                 POLO           1015.525000
760                                              PRESTIJ           1015.265000
547                                       LAIKA CARAVANS           1007.018000
240                                              DAIMLER           1005.899688
1198                                                   v           1001.740000
779                                                RAV 4           1000.000000
597                                    MAN NUTSFAHRZEUGE           1000.000000
375                                                FIORI           1000.000000
286                                              ESTEREL           1000.000000
567                                         LAVERDA 3300           1000.000000
599                                              MAN TGX           1000.000000
1001                                         VW Golf 1.4           1000.000000
154                                          CASALINI 10           1000.000000
316                                             FIAT 100           1000.000000
134                                               BUCHER           1000.000000
71                                               ASTRA V           1000.000000
699                                         NISSAN MICRA           1000.000000
1202                                         volkswafgen           1000.000000
1166                                               paoli            992.305000
27                                               AGILITY            985.695000
393                                          FORD RANGER            983.000000
195                                         CITROEN C3 1            980.500000
818                                                  RVK            980.000000
395                                         FORD TRANSIT            978.746000
822                                                Rieju            978.133333
368                                         FIAT UNOFIRE            976.000000
711                                                 OMAI            976.000000
782                                          REFORMWERKE            975.000000
1170                                              piagio            970.000000
830                                                SACAR            967.000000
915                              THE LONDON TAXI COMPANY            960.000000
357                                         FIAT Panda 9            953.580000
46                                          ALFA 146 1.6            950.000000
1133                                              lieger            950.000000
1147                                          mc cormick            950.000000
904                                                TARGA            949.002500
550                                             LAMBORGH            945.645000
1064                                           betamotor            940.320000
112                                              BENTLEY            930.800000
844                                         SARA PICASSO            929.150000
558                                         LANCIA Y 1.2            924.650000
37                                              AIXAM SV            920.000000
890                                               SUZUKY            912.867143
14                                                 ADIVA            911.580000
1137                                            lw4 c ka            911.000000
90                                    AUTOMOBILES LIGIER            900.000000
159                                                  CAT            900.000000
1019                                               WAYEL            900.000000
499                                   JAGUAR LANDO ROVER            900.000000
95                                                  AXAM            900.000000
365                                             FIAT UNO            900.000000
371                                             FIATAGRI            900.000000
1158                                          mitsubishu            900.000000
929                                              TRANSIT            893.500000
776                                          RANGE ROVER            891.665000
1025                                          WOLKSWAGEN            889.328000
426                                                GREAT            889.254000
459                                                HYMER            887.182000
64                                    ARCHIVE MOTORCYCLE            886.500000
729                                            PANDA 4X4            882.910000
611                                                MASSY            878.000000
574                                                LIFAN            876.666667
19                                  AERDIESEL LOMBARDINI            875.000000
389                                         FORD Foc 2.0            872.000000
243                                      DAIMLERCHRYSLER            868.062857
583                                           LOMBARDINI            867.500000
398                                             FORD WAG            854.000000
145                                               CAGIVA            852.183333
169                                               CHANET            850.000000
1200                                              valtra            846.010000
814                                          ROVER GROUP            845.000000
402                                           FREELANDER            843.390000
59                                   ANTONIO CARRARO SPA            837.270000
238                                         DAIHATSU Sir            837.200000
303                                            FD Motors            835.000000
751                                         PIAGGIO VESP            830.000000
1118                                                 jdm            825.000000
106                                                  BCS            817.630000
105                                        BARTOLETTI MV            814.000000
801                                              RENEULT            814.000000
1029                                                  WV            811.500000
652                                             MINONZIO            810.593333
838                                      SAME DEUTZ-FAHR            805.000000
602                                                  MAR            800.000000
922                                         TOYOTA Celic            800.000000
780                                              REANULT            800.000000
1088                                              ducati            800.000000
1067                                                  bw            800.000000
815                                           ROVER MINI            800.000000
285                                              ERREPPI            793.000000
116                                              BERTONE            783.427500
1155                                                mini            781.300000
347                                         FIAT PANDA 4            780.000000
401                                             FRANCINI            780.000000
280                                               EFFEDI            778.922222
783                                         REGAL RAPTOR            771.875000
732                                             PASQUALI            768.760000
646                                         MIETITREBBIA            760.000000
88                                           AUTOFUNEBRE            760.000000
1085                                            daihatsu            758.763333
296                                                 FAIT            756.020000
471                                           I.V.R. SRL            750.000000
150                                             CARRAROI            750.000000
761                                                  PSG            750.000000
979                                              VOLKSW.            750.000000
107                                          BCS FERRARI            750.000000
918                                           TONY 10900            750.000000
641                                           MF LANDINI            750.000000
860                                          SIMACAR SRL            750.000000
409                                           Fiat Punto            750.000000
67                                             ARION 410            750.000000
65                                         ARGO TRACTORS            750.000000
657                                         MITSUBISC. P            749.995000
311                                              FERRARI            746.726000
851                                              SEA SPA            744.000000
1126                                               laika            742.000000
317                                             FIAT 244            735.675000
899                                       Suzuki Valenti            731.830000
1103                                                golf            731.160000
521                                                KIMCO            730.000000
736                                               PEGEUT            728.000000
531                                             KSR Moto            725.000000
1180                                                same            721.670000
100                                           Alfa Romeo            720.430000
207                                                CLASS            717.586667
514                                           JONH DEERE            716.000000
62                                                  ARCA            707.873333
267                                            DUCATI B2            707.695000
1012                                         VW Polo 1.2            704.010000
75                                           AUDI A2 1.4            702.762500
876                                                START            700.000000
468                                                Hymer            700.000000
97                                                   AXY            700.000000
1197                                            trattore            700.000000
488                                            IVECO 100            700.000000
126                                              BMW X 3            700.000000
1107                                             hiunday            700.000000
1194                                                 sym            700.000000
679                                            MV Agusta            700.000000
1178                                         roller team            696.350000
25                                          AGCO LIMITED            689.300000
986                                          VOLSKSWAGEN            680.000000
753                                               POESSL            672.875000
69                                          ASTON MARTIN            661.500000
12                                                  ADAM            650.000000
995                                               VW 7HC            650.000000
630                                         MERCEDES 208            640.000000
469                                              Hyosung            635.000000
1188                                               smart            629.042500
1009                                         VW POLO 1.4            628.000000
17                                             AEBI & CO            620.490000
235                                               DAF XF            617.210000
586                                               LVNENG            613.815000
45                                          ALFA 146 1.4            610.000000
873                                             SPRINTER            601.350000
882                                              SUR-RON            600.000000
167                                           CFORCE450L            600.000000
703                                         NISSAN X-Tra            600.000000
236                                              DAIHATS            600.000000
372                                          FIATGEOTECH            600.000000
867                                                  SLH            600.000000
1106                                          grecav eke            600.000000
693                                         NEW HOLLANDE            600.000000
757                                           PORTA MOTO            600.000000
1102                                             goldoni            600.000000
715                                         OPEL Astra 1            600.000000
376                                                 FITA            599.780000
1020                                            WEINSBER            599.000000
746                                         PEUGEOT RANC            598.620000
610                                     MASSEY FERGUSSON            587.475000
212                                 CNH EUROPE HOLDING S            587.000000
1017                                          Volksvagen            582.000000
805                                              RIVIERA            581.700000
695                                               NINGBO            580.000000
813                                         ROVER 45 2.0            576.650000
29                                             AGRITALIA            573.400000
1187                                               skoda            570.000000
87                                           AUTOFFICINA            568.240000
1005                                         VW Lupo 1.0            564.950000
684                                      Mercedes - Benz            560.410000
983                                           VOLKSWAGWN            560.000000
309                                             FERGUSON            560.000000
625                                               MEGANE            556.200000
454                                               HUMMER            554.544000
463                                         HYUNDAI S.FE            552.500000
98                                                 Adiva            550.000000
832                                           SAME 35 QL            550.000000
868                                         SLH EXPLORER            548.180000
470                                              Hyundai            542.000000
847                                                 SDFG            541.800000
633                                         MERCEDES CLK            539.740000
185                                                   CI            534.930000
193                                         CITROEN Berl            529.490000
290                                          EURO CARICO            527.040000
850                                           SEA S.P.A.            522.000000
394                                           FORD S-MAX            520.000000
936                                 TRATTORE STRADALE VO            520.000000
871                                               SOCAGE            516.230000
1071                                         caterpillar            512.400000
862                                            SIMPA JDM            509.700000
413                                    GARAGE ITALIA SRL            503.620000
893                                                 Same            500.000000
651                                              MINICAR            500.000000
616                                        MBK INDUSTRIE            500.000000
1123                                              kimkco            500.000000
115                                            BERTOLINI            500.000000
799                                           RENAULT TW            500.000000
887                                         SUZUKI SANTA            500.000000
807                                          ROLLER TEAM            497.783333
1189                                                  ss            492.860000
281                                                  ELI            492.110000
79                                               AUDI A6            490.850000
931                                          TRANSPORTER            484.786667
381                                            FORD 3600            480.000000
47                                              ALFA 147            480.000000
584                                                LOTUS            475.150000
885                                        SUZUKI ITALIA            473.280000
505                                           JHNO DEERE            465.000000
912                                           TERRACROSS            464.640000
391                                          FORD Mondeo            459.340000
627                                       MERCEDES  BENZ            457.500000
51                                          ALFA 33 GIAR            449.600000
239                                          DAILY 35C13            445.080000
1206                                           volswagen            435.900000
1007                                             VW POLO            432.250000
743                                          PEUGEOT 206            420.293333
588                                               Lancia            416.740000
1084                                                 daf            405.160000
919                                            TOWN LIFE            400.000000
327                                           FIAT 70/90            400.000000
485                                               ITALIA            400.000000
301                                                  FCA            400.000000
509                                           JOHN  DEER            400.000000
938                                         TRATTRICE AG            400.000000
86                                  AUTOCARRO CONTO PROP            382.090000
1011                                        VW Polo 1.0i            381.900000
675                                               MOTRON            374.110000
283                                               ELNAGH            370.735000
1205                                           volkwagen            370.000000
361                                           FIAT RIMOR            370.000000
1072                                          challenger            356.700000
717                                         OPEL CORSA S            350.000000
758                                               PORTER            342.000000
785                                                RENAU            337.250000
1059                                             autobus            334.925000
829                                          SAAB 9000 i            331.000000
701                                         NISSAN Patro            330.620000
400                                             FRANCHIN            316.970000
1112                                               iVECO            314.760000
932                                         TRATT. BAML/            300.000000
15                                                  ADLY            300.000000
456                                            HURLIMANN            289.000000
1167                                              peugeo            286.070000
249                                            DETHLEFFS            285.000000
484                                            ISUZU P35            280.250000
221                                      CRESCI RIMORCHI            280.000000
226                                             Chausson            277.310000
954                                                  V W            270.000000
479                                                IRBIT            266.450000
343                                         FIAT MULTIPL            260.000000
635                                         MERCEDES E 3            259.120000
146                                             CARAVANS            257.275000
42                                                AIXSAM            250.000000
144                                             CADILLAC            250.000000
190                                              CITREON            249.860000
93                                             AUTOTORRE            246.440000
1090                                      dymlerchrysler            246.120000
585                                           LUANO CAMP            245.510000
682                                                 Mash            244.000000
681                                                  Man            244.000000
360                                         FIAT Punto T            240.000000
769                                  QUADRICICLO LEGGERO            240.000000
271                                       DYMLERCHRYSLER            231.800000
650                                         MINI Mini 1.            224.870000
328                                        FIAT AUTO SPA            223.020000
773                                               Quadro            219.600000
659                                           MITSUBISCI            219.000000
318                                              FIAT 35            218.470000
637                                       MERCEDES- BENZ            217.830000
147                                              CARHAGO            206.910000
563                                         LAND ROVER F            204.470000
246                                       DAMLERCHRYSLER            204.450000
1049                                              abarth            200.000000
982                                      VOLKSWAGEN POLO            198.820000
30                                                AGUSTA            197.580000
337                                 FIAT GROUP AUTOMOBIL            196.910000
222                                               CUCINI            191.093333
667                                               MORGAN            187.760000
399                                    FORD WERKE TECFHL            185.600000
244                                   DAIMLERCHRYSLER AG            185.000000
422                                                GOEST            184.710000
1082                                               comai            182.270000
1036                                             XRV 750            180.400000
639                                              MERCEDS            178.117500
894                                               Scania            167.750000
1113                                               icaro            167.643333
1156                                         mitsubischi            165.240000
613                                                MAXUS            164.700000
965                                  VDL BOVA B.V.FUTURA            164.200000
472                                                ICARO            162.260000
500                                         JAGUAR XJ6 3            160.260000
589                                           Land Rover            156.050000
370                                           FIAT*PANDA            152.260000
795                                         RENAULT M)ga            151.535000
108                                              BEDFORD            150.780000
1026                                         WOLKSWAGHEN            150.000000
202                                               CITRON            149.785000
649                                          MINI COOPER            148.250000
987                                                VOLSW            147.845000
412                                            GAC GONOW            147.740000
858                                             SIAMROAD            145.180000
1028                                                 WOW            141.420000
91                                  AUTOMOBILES LIGIER J            141.150000
74                                          AUDI 80 1.6i            140.590000
339                                         FIAT IDEA 1.            140.000000
877                                            STERCKMAN            136.010000
738                                             PEOUGEOT            132.980000
607                                          MASH ITALIA            132.980000
1174                                             reanult            132.980000
1152                                       mercedes-benz            130.000000
1097                                          fiat iveco            128.610000
200                                         CITROEN XSAR            125.200000
824                                                    S            124.400000
745                                          PEUGEOT 405            118.500000
708                                                  Nox            117.240000
397                                             FORD USA            117.240000
432                                              GREENCO            117.120000
184                                          CHRYSLER PT            116.740000
1099                                          ford focus            115.520000
379                                            FK MOTORS            113.240000
77                                           AUDI A4 1.9            111.090000
772                                               QUARGO            108.840000
884                                           SUZUKI 385            107.240000
1044                                    ZERO MOTORCYCLES            106.840000
507                                             JIANGMEN            106.340000
1004                                        VW Golf IV (            105.430000
1129                                                land            102.190000
